Time:,00:46.6,,,,
0.019209257,4,2,202,71,0.009785365
0.024969331,4,10,186,42,0.140021776
0.018934385,2,6,136,66,0.181074803
0.015593855,2,8,149,97,0.050551175
0.010256725,4,2,237,40,0.142520426
0.015147577,2,10,151,102,0.147711873
0.018513941,2,6,151,103,0.083211178
0.016355205,2,8,151,113,0.136659903
0.019909995,2,10,126,91,0.193690125
0.061512233,6,10,216,116,0.091499704
0.011290865,2,10,125,57,0.081092247
0.027797978,2,10,152,85,0.125631747
0.025013774,4,6,290,40,0.199386893
0.020472776,2,8,121,56,0.0001
0.012610763,2,4,146,150,0.083930928
0.01411712,2,6,149,135,0.054822609
0.011048998,2,8,149,137,0.023553202
0.031292032,2,10,149,137,0.175477775
0.019498439,2,2,147,144,0.0001
0.020789834,2,8,157,150,0.0001
0.014096176,2,2,134,150,0.039552084
0.019082248,2,4,141,150,0.02628334
0.019866215,4,2,141,147,0.0001
0.020626563,2,4,148,129,0.0001
0.060711937,4,2,149,129,0.027532227
0.017295876,4,10,119,146,0.2
0.019954768,6,2,264,142,0.0001
0.011750288,4,10,129,150,0.196852372
0.100476939,4,10,131,68,0.041344728
0.031407894,4,2,129,150,0.018937758
0.020604818,2,10,129,150,0.194909925
0.009039014,4,2,199,150,0.05043578
0.011409339,2,2,187,150,0.055258048
0.018104637,2,2,199,105,0.070253729
0.027760786,4,2,210,40,0.2
0.019507736,2,2,213,150,0.0001
0.027301199,4,2,254,40,0.054852245
0.013351834,4,2,239,40,0.10994076
0.059530471,4,4,276,51,0.10545716
0.018370966,4,2,241,40,0.2
0.053484807,4,2,239,40,0.005733114
0.012622669,4,10,251,56,0.2
0.012819641,4,8,251,52,0.2
0.025847873,4,8,300,40,0.2
0.091795814,4,8,251,52,0.2
0.0286347,2,2,242,40,0.2
0.019935682,2,8,300,40,0.133983479
0.015482998,2,2,278,93,0.019266433
0.020496169,2,4,277,40,0.177418692
0.018529265,2,8,300,135,0.150529525
0.018341678,2,10,259,150,0.161275639
0.015117141,2,4,240,107,0.009412218
0.019674102,2,2,100,150,0.0001
0.038116018,10,2,100,40,0.100428095
0.021608987,2,2,300,88,0.055831212
0.169267861,10,4,100,150,0.131400764
0.013034608,6,2,100,55,0.053996652
0.014158219,4,4,100,150,0.097847253
0.014725743,2,2,100,126,0.017133328
0.013777297,2,10,300,66,0.014091111
0.016653881,2,8,300,149,0.182358318
0.02120846,2,10,186,40,0.160868596
0.0125276,4,4,100,66,0.020098401
0.026860546,4,8,209,148,0.143114505
0.027851782,4,8,100,128,0.2
0.018340704,2,6,100,42,0.065770933
0.01276933,2,4,214,40,0.177348513
0.018499058,2,4,100,42,0.2
0.071108415,10,2,100,112,0.050908929
0.01545518,2,8,281,150,0.109172818
0.015245061,4,2,120,75,0.052393151
0.015493634,6,2,300,150,0.164239815
0.022421527,4,2,109,99,0.030914956
0.011257824,2,6,221,88,0.174433996
0.021169855,2,10,297,48,0.172933288
0.016587057,4,4,138,51,0.105710563
0.017836474,2,8,100,95,0.091774778
0.011586046,4,4,142,147,0.104686566
0.027972555,4,6,103,40,0.027676903
0.0144228,4,10,300,124,0.091176781
0.012887578,2,10,258,40,0.061800403
0.0643061,4,10,300,150,0.107211151
0.035953707,2,8,300,145,0.085738313
0.01165946,4,4,135,89,0.104770483
0.017062983,4,10,300,76,0.0001
0.024594044,4,4,138,117,0.10430425
0.018375955,6,2,100,55,0.0001
0.01451137,2,8,100,131,0.174608201
0.013588593,2,10,261,90,0.021907856
0.01428583,2,2,212,73,0.044702342
0.032740978,4,4,139,109,0.104496788
0.016368553,4,4,140,57,0.104870097
0.019327292,2,10,250,40,0.181684505
0.020566688,2,10,265,150,0.008509696
0.108665636,10,2,180,118,0.046498159
0.018079707,2,6,209,49,0.044890508
0.037025375,4,4,142,139,0.103422901
0.013594908,4,4,100,150,0.000862267
0.08278051,6,2,100,81,0.047883505
0.013052491,2,4,100,150,0.107432445
0.03502064,8,2,100,45,0.06269695
0.024486881,2,6,100,132,0.147293691
0.018821873,2,2,100,124,0.101667216
0.019278669,2,4,283,40,0.178708498
0.038038117,4,4,100,84,0.012394723
0.042146821,4,10,300,65,0.01272245
0.015381855,2,2,100,145,0.03061324
0.015313352,6,6,241,94,0.2
0.046890991,6,2,100,40,0.063226373
0.011589502,2,6,193,150,0.066355805
0.019175211,2,2,223,40,0.133203263
0.019102807,2,6,300,40,0.0001
0.01248109,2,2,110,150,0.19526232
0.022221902,2,2,100,150,0.169048128
0.019778779,4,8,213,150,0.0001
0.019615635,6,6,100,40,0.0001
0.012068936,2,2,114,98,0.181131711
0.143715452,10,10,100,150,0.053920319
0.031143017,4,10,300,98,0.13761342
0.008374212,4,2,147,40,0.2
0.11977571,8,2,232,94,0.070081865
0.024342667,2,2,144,40,0.120758817
0.02115955,2,10,246,120,0.191851866
0.07931344,4,6,265,150,0.041694563
0.011967127,2,2,100,40,0.050766549
0.058519244,8,4,222,61,0.185842628
0.02230431,2,6,100,45,0.0599861
0.01075933,4,4,300,148,0.135263728
0.016600396,2,4,300,145,0.138772095
0.017854415,2,6,100,48,0.168806476
0.02409683,2,8,100,40,0.2
0.018900092,2,2,256,40,0.0001
0.024393607,2,10,277,114,0.03390762
0.025253945,4,6,300,130,0.182983388
0.023460025,2,6,100,94,0.058569821
0.02664671,2,10,100,102,0.142659307
0.010261433,6,4,100,129,0.09996096
0.012519292,2,2,292,40,0.193108526
0.036484967,2,10,239,40,0.2
0.01050997,2,2,252,67,0.07002289
0.029749893,2,2,191,150,0.196388825
0.021165668,4,4,222,40,0.141676585
0.017582714,2,2,262,40,0.065390831
0.014652315,4,6,100,150,0.008665748
0.026590611,4,6,109,116,0.078682656
0.018540655,2,6,109,106,0.0001
0.011986283,2,6,135,60,0.113286058
0.016295779,4,10,124,141,0.164578782
0.014602168,2,2,120,109,0.068513286
0.019452514,2,2,200,150,0.0001
0.00840504,4,2,155,150,0.15041631
0.020459573,6,10,136,125,0.0001
0.01143467,4,4,164,150,0.120552964
0.025155088,6,4,100,150,0.2
0.020673449,4,10,100,40,0.0001
0.066607982,6,4,100,148,0.096517462
0.027669659,4,2,100,40,0.058353663
0.012108104,2,4,100,150,0.096360307
0.140372152,6,2,110,100,0.105768424
0.016194008,2,10,105,148,0.025467383
0.027660913,10,10,123,150,0.2
0.021542927,6,8,180,40,0.2
0.026975328,4,6,282,40,0.145139262
0.015534201,2,8,137,40,0.076363533
0.014808324,4,4,265,41,0.0001
0.098750042,8,4,260,101,0.182396383
0.105318945,6,2,233,150,0.150411823
0.010775763,2,10,253,40,0.138080671
0.025124186,4,6,258,40,0.013869787
0.084960777,10,10,133,94,0.026473899
0.062187444,10,6,265,150,0.156956627
0.021911223,6,2,231,102,0.2
0.022072055,6,10,142,150,0.2
0.028079033,8,2,242,112,0.2
0.032973694,6,10,192,114,0.194084963
0.09229754,6,10,300,117,0.101729931
0.009896094,4,2,271,82,0.093895043
0.020498534,6,10,229,99,0.2
0.120737071,6,8,300,101,0.051636149
0.054689173,8,2,241,112,0.2
0.014256783,4,2,122,98,0.2
0.030054513,6,2,227,91,0.2
0.036175124,6,4,253,129,0.2
0.023113829,4,2,145,40,0.199486934
0.012142251,4,2,270,83,0.085081203
0.015719744,2,2,300,40,0.102852154
0.019702702,4,4,270,83,0.0001
0.010539508,4,4,300,86,0.087291
0.017543647,6,2,100,42,0.056574525
0.028268857,10,2,169,40,0.2
0.011093971,2,2,232,57,0.152409697
0.01906788,2,6,300,69,0.157594348
0.01219067,2,2,235,79,0.2
0.013157804,4,2,269,82,0.024825477
0.011545815,4,2,300,86,0.089580002
0.015566522,4,2,149,58,0.033799487
0.014211103,4,4,202,150,0.00556723
0.01652682,2,2,300,93,0.100500525
0.013205215,2,2,224,69,0.2
0.021277541,4,2,268,82,0.125414495
0.015317821,4,4,271,84,0.116026896
0.013419688,4,2,271,84,0.026515978
0.040809897,4,6,271,85,0.178500779
0.010460031,4,6,123,124,0.100613311
0.014389318,4,2,270,81,0.0001
0.016837897,4,2,270,81,0.0001
0.01710698,4,2,277,103,0.025028972
0.029410264,6,4,175,40,0.05553357
0.018792294,4,2,270,82,0.0001
0.020590012,10,2,272,55,0.185015532
0.078438326,10,2,271,40,0.2
0.012920534,4,2,198,68,0.2
0.010246972,4,4,100,87,0.154905069
0.039523803,10,2,100,40,0.193674266
0.032978647,10,6,100,81,0.187911775
0.05789898,6,4,138,59,0.067055037
0.021030483,4,2,275,83,0.0001
0.030625319,6,10,234,74,0.175123989
0.048960326,8,10,100,44,0.194406234
0.893207882,6,6,170,150,0.066729007
0.032714355,6,10,130,150,0.186917981
0.026950464,6,6,300,40,0.108233399
0.032179349,6,2,162,100,0.2
0.08941887,6,10,137,142,0.113503042
0.01375447,4,2,257,71,0.093360868
0.025810359,10,6,100,40,0.09560882
0.046702027,10,6,216,95,0.083516216
0.026168368,6,4,100,40,0.026915814
0.06233927,6,8,134,141,0.023112656
0.064582141,10,2,156,91,0.162456006
0.029840112,4,6,227,105,0.117862387
0.010036564,8,2,190,46,0.052358911
0.021513962,2,4,154,59,0.057101631
0.051350488,6,10,280,127,0.030426247
0.019699539,4,8,289,46,0.028903871
0.483898064,4,8,237,52,0.014557784
0.454040722,4,8,268,49,0.037624029
0.030110519,6,6,137,58,0.2
0.020585883,4,2,198,130,0.042392012
0.016835023,4,4,135,150,0.2
0.011934626,4,4,209,150,0.2
0.010741783,4,4,117,150,0.2
0.015317891,6,6,229,40,0.2
0.030450936,4,4,153,150,0.2
0.03752169,6,6,114,40,0.2
0.040452281,4,4,240,150,0.2
0.011144274,4,4,197,150,0.2
0.047564767,6,6,256,40,0.2
0.032522363,4,6,179,40,0.2
0.090639875,4,4,174,150,0.2
0.010395498,2,2,103,95,0.2
0.016197917,4,6,192,40,0.2
0.01768397,4,6,221,40,0.2
0.007088769,4,2,153,122,0.153252531
0.020691991,4,6,164,40,0.2
0.027132033,4,6,107,40,0.2
0.009652586,4,6,161,40,0.2
0.023262929,4,6,121,40,0.2
0.019676735,2,10,224,40,0.0001
0.025336743,4,6,105,40,0.2
0.017807036,8,8,116,40,0.2
0.010491853,2,2,109,100,0.2
0.013086286,4,2,113,137,0.153634033
